Label,ID,Texte
n,1006678281695977472,"Quand j’y réfléchis j’suis peut-être pas beau mais au moins j’suis pas raciste, homophobe, xénophobe et tous ces autres trucs"
n,1006678270442704898,@lea_tcl @mvrchansya Oui et lui Le soutiens Et c'est pas Parce que c'est pas dieudo que c'est pas raciste mais c'est bien continue de défendre des ptits nazillons https://t.co/wmP1NjgNOw
n,1006204970335653888,donc le concert de Medine est annulé ?
n,1006214977882083328,@mvrchansya C'est un raciste...
n,1006229488932458496,@princess4nna ah ça je savais pas
n,1006229584877117440,@mvrchansya Y a des photos d'lui qui fait la quenelle
n,1006674531942051840,@princess4nna @mvrchansya la quenelle est surtout pour Dieudonné
n,1006677428721410048,@lea_tcl @mvrchansya Mouais https://t.co/fFsqZbNd1F
n,1006677839838670848,@princess4nna @mvrchansya ça provient de Dieudonné https://t.co/b4Py86TNS3
n,1006210979485675520,@mvrchansya Il aura bien lieu
n,1006211221387907072,@Phxnuelnogo aaaah cool alors!
n,1006678251941650432,"@sophare Je suis encore méga choqué de ce qu'avait dit macron sur l'islam pendant l'itw avec Plenel, genre c'est pas compatible avec notre ""civilisation"" ou je sais plus quoi, mais c'est quand même ce genre de truc qui me laisse penser que la parole racis"
n,1006679511017119744,@Maztoula3 @sophare J’ai 38 ans et elle s’est beaucoup liberee..j’habitais un petit village ou in savait les gens racistes mais bizarement ils ne le disaient pas et on vivait tous ensemble malgre tout..aujourd’hui c’est une toute autre histoire!
n,1006660496819412993,"@sophare J'ai l'impression qu'elle s'est libérée mais que aussi je suis plus "" sensible "" à ça. Avant je laissais passer des trucs de ouf quand j'y repense"
n,1006660208976977925,@sophare J’arrive pas à savoir si ça s’est libéré ou si on en a assez de laisser passer certains trucs et du coup on remarque plus « rapidement » ces paroles ya feel ? Perso je sais que y’a quelques années je fermais les yeux sur un tas de trucs du style 
n,1006671878092713985,@liloufairy Haha perso g tjrs frappé en entendant ces bêtises
n,1006660066978811904,@sophare De ouf
n,1006659612228112384,@sophare Mon psychiatre (50 ans au moins) dit que oui grave et qu'il a recrudescence de patient à cause du mal-être que ça instaure de manière profonde et quasi permanente chez les racisés.
nn,1006659585858469888,@sophare Ca a toujours etait libérée #LeBruitEtLodeur
n,1006664707330199552,@bo_rga @sophare j'allais mentionner les Grosses Têtes aussi mais ça passe encore à la radio
n,1006658422417346560,"@sophare Je sais pas si elle s'est libérée, ou si on est simplement mieux informés et qu'on y fait plus attention."
n,1006671673377148928,@MaxiMaxime J'entends svt cet argument mais j'y ai tjrs fait attention et j'ai l'impression que ça va crescendo
n,1006657973781966853,"@sophare 👍🏾De mon côté je le ressens plus depuis qu'on a eu Sarkozy en président. Après c'est peut-être que plus jeune, je me rendais compte de moins de choses."
N,1006659754985484288,"@prof_cousine @sophare vraiment pas d'accord, j'ai 46 ans et c'était juste pas comme ça avant Sarko et son ""j'vais vous libérer de cette racaille"". Toute cette merde vient de Buisson et  du calcul de faire monter le FN pour être sur de gagner les election"
n,1006667130195120128,@EmmaBavarde @prof_cousine @sophare Moi aussi. je rêvais de voitures qui volent et je me retrouve à halluciner de voir des bébés noyés sur des plages.
n,1006678007438864384,RT @Tozzzzetvous: Le sionisme et ses excès de langage... Raciste et arrogant ... Mis ici en piste par le bègue zozotant à la voix nazillard…
n,1006677974664581120,J’fais grave 1m57 on m’as jamais fait de réflexion raciste 🤷🏿‍♀️ https://t.co/9CdEtXkpZ6
n,1006677378461061122,dans cette musique il prend le point de vue d'un raciste blanc et d'un raciste noir mais bon Arobase OxanD nous assure qu'il ne parle pas de choses dont il ne maîtrise pas le sujet https://t.co/Xy7LtPzlC7
n,1006414878893101056,@MadjidFalastine @Tozzzzetvous @sandrafellous_ Pourquoi on ne parle jamais de l'islamophobie chez les juifs ?    Fellous veut dire poussin en arabe
n,1006414432136826880,@MadjidFalastine @Tozzzzetvous @sandrafellous_ Elle est proche de la déchetterie du @printempsrepub
n,1006391635247357952,@MadjidFalastine @islamosympa @sandrafellous_ Je n’aurai pas aimé être son voisin en 39/40...ces raclures ne changeront pas!!!!
n,1006305636261474305,@MadjidFalastine @islamosympa @sandrafellous_ La même qui ne fait que tweeter et retweeter contre la venue de Médine au Bataclan... Honteux.
n,1006285147409453056,@MadjidFalastine @sandrafellous_ 😥😥😥😥
n,1006217450004807686,@MadjidFalastine @sandrafellous_ Et elle se dit éthique et humaniste par dessus le marché...
n,1006208010954461187,@MadjidFalastine @sandrafellous_ Dites moi Fellous lorsqu'il y avait des kippas ça ne vous a pas dérangé......
n,1006188345809096704,@MadjidFalastine @sandrafellous_ Quelle idiote et aprés ça fait des discours sur la paix en s'en prenant à une communauté et aprés ça parle de laicité les dirigeants de notre pays sont des guignols sans respect
n,1006139334733500417,"@MadjidFalastine @islamosympa @sandrafellous_ J'imagine en France, une semaine ss débat public sur l'islam.. Non c'était une blague"
n,1006136978184777730,"@MadjidFalastine @islamosympa @sandrafellous_ Mdr, je comprends rien a votre histoire là..."
n,1006056112381153280,"@MadjidFalastine @sandrafellous_ Et vous la jeter de même en en pâture... De plus, je ne comprends pas le problème du contenu de ce tweet...."
n,1006012303647690752,@MadjidFalastine @sandrafellous_ Il doit y avoir un fichier Twitter pour bloquer les pro-palestiniens oú musulmans...je me demande sur quels critères ils se basent !!! Je suis sur qu'elle liste ???
n,1005980927036706817,@MadjidFalastine @sandrafellous_ La chasse est ouverte...
n,1005939021619527680,@MadjidFalastine @Islametinfo @sandrafellous_ L'homosexualité dans le marais sa dérange pas  mais 2 femme voilés c'est la fin du monde ou en est votre tolérance à 2 vitesse ???
n,1005900013527068673,@MadjidFalastine @sandrafellous_ Je dirais plutot «  Parfaitement Rodé »
n,1005896348514902018,"@MadjidFalastine @sandrafellous_ Honteux , surtout une élue qui prône la laïcité !"
s,1005895679896584192,@MadjidFalastine @sandrafellous_ C’est pas raciste c’est la réalité. Cette communauté habite en majorité dans des logements sociaux et les européens ne veulent pas vivre avec vous ou de la mixité mais ls musulmans s’imposent pacqu’ils n’ont pas le courage
n,1006677353383198721,"@Chateau59800172 @MadjidFalastine @sandrafellous_ 7) Et enfin, prôner la ségrégation des personnes musulmanes, ce n'est pas raciste? Vous êtes sûr?"
n,1005885402333483010,@MadjidFalastine @sandrafellous_ Je vais aller vomir et je reviens.
n,1005882700329312259,"@MadjidFalastine @sandrafellous_ Elue qui se dit """"centriste"""" (guillemets pris avec des pincettes). Déjà récidiviste de ce genre de paroles qui fait un appel du pied à l'extrême-droite."
n,1005876434261471233,@MadjidFalastine @RokhayaDiallo @sandrafellous_ Une honte à la République
n,1005875942315773952,@MadjidFalastine @Islametinfo @sandrafellous_ Les femmes devraient porter plainte
h,1005871671037841408,@MadjidFalastine @RokhayaDiallo @sandrafellous_ Et toi racsite anti français. Compte tes heures...
h,1005870167149174784,@MadjidFalastine @sandrafellous_ C des muzzz-gai ! C pas grave elles sont libre de se lécher !
n,1005866036900585473,"@MadjidFalastine @sandrafellous_ Un élu Christianophobe, qui insulte le pape c'est pas mal non plus! https://t.co/PHmflOhkex"
n,1005867571755745281,@SlMONWEINBERG @sandrafellous_ Ben quoi vous soutenez les positions régressives du pape sur l'IVG et autres ? Bah bravo. 😁😁 Jean Paul 2 vous manque à moi non je parlais de lui pas des chrétiens. #fail.
n,1005873951095054336,"@MadjidFalastine @sandrafellous_ Ben alors l’infidèle, t'es devenu Laïc ? Tu ne soutiens plus les mêmes positions régressives du coran sur l'IVG et autres? #fail 😂😂"
n,1005848541070282752,@MadjidFalastine @sandrafellous_ Voici un exemple désastreux de désinformation et de manipulation via des images sorties de tout contexte ... #FakeNews Soyons vigilants !!
n,1005841229492432896,"@MadjidFalastine @sandrafellous_ Première adjointe au maire en charge du logement, je tiens à préciser qu'elle est élue membre de la caisse des écoles, elle ne fait pas partie de l'équipe municipale. En outre, je condamne ses publications qui s'engagent q"
n,1006684186646851591,@evelyne_zarka @MadjidFalastine @sandrafellous_ .La même qui s'en prend à un ancien otage du #Bataclan en l'occurrence @NaudinChristoph . Quel manque de respect! Ça se passe de commentaire. https://t.co/qJuMoCciT8
n,1006125850885017600,@evelyne_zarka @MadjidFalastine @sandrafellous_ Ce tweet est une honte !
n,1005882819061731328,"@evelyne_zarka @MadjidFalastine @sandrafellous_ Merci madame. Ses propos sont graves, c’est incitation à la haine."
n,1005848330491088898,"@evelyne_zarka @MadjidFalastine @sandrafellous_ C'est sur que contester le port du voile qui n'est préconisé que par les ""purs"" salafistes c'est choquant .Vous savez que l'ignorance c'est aussi scandaleux 😂😂"
n,1005841762378764289,@evelyne_zarka @sandrafellous_ Merci !
n,1005826084854730752,"@MadjidFalastine @sandrafellous_ Au temps de Jésus, saint Paul (apôtre du Christ) insisté pour que la femme se couvre la tête"
n,1005825152402280450,@MadjidFalastine @sandrafellous_ Tout en sachant qu'au IXème siècle (époque de Charlemagne) les femmes devaient porter le voile par ''dignité chrétienne''.
n,1005821411368357888,@MadjidFalastine @widadk @sandrafellous_ Si des gens comme cette Sandra « Chelou « ont  les commandes pour prendre  certaines décisions sérieuses et intelligentes c’est normal que la France va mal ! https://t.co/YdqKfK3iPZ
n,1005817926832803841,@MadjidFalastine @sandrafellous_ Honte à vous @sandrafellous
n,1005815580329377799,"@MadjidFalastine @sandrafellous_ Ce genre de commentaire est effrayant: si quelqu'un disait ""des messieurs à chapeau et à bouclettes dans tel quartier, de + en + fréquent, il n'y en avait pas avant"", on crierait-à juste titre- à l'antisémitisme. C'est don"
n,1005796223616540673,@MadjidFalastine @sandrafellous_ Faut la signaler
n,1005796176975802370,@MadjidFalastine @sandrafellous_ C’est scandaleux cela rappelle les heures sombres de notre histoire
n,1005793622149795840,@MadjidFalastine @sandrafellous_ honteux
n,1005789223881007104,@MadjidFalastine @sandrafellous_ Prend rendez vous à son secrétariat et dit lui ce q tu penses en face
n,1005778359392133122,@MadjidFalastine @sandrafellous_ Donc il faut en conclure de moins en moins de juifs dans le Marais?
n,1005778070027100160,@MadjidFalastine @RokhayaDiallo @sandrafellous_ Ha c'est de ça que parle les politiques quand ils parlent de zone de non droit??
n,1005773096819847169,@MadjidFalastine @sandrafellous_ Urgent ! Elles s'approchent du Sentier
n,1005768225995534336,@MadjidFalastine @SlimaniKheira @sandrafellous_ Oui choquant de voir des voilées dans un quartier gay
n,1005761612865835008,@MadjidFalastine @sandrafellous_ Elle a l'air completement barrée.... là elle fait une fixation sur @Medinrecords
n,1005759592545050624,@MadjidFalastine @Islametinfo @sandrafellous_ Mdrr pq le marais était réservé au gay?
n,1005752699424595969,@MadjidFalastine @sandrafellous_ En 2020 le voile ne la dérangera plus quand elle voudra séduire cet électorat. On parie @MadjidFalastine ?
n,1005752212075708416,@MadjidFalastine @sandrafellous_ Stupid girl !
sh,1005750183043457024,@MadjidFalastine @sandrafellous_ Le 93 n’est plus la France. Restez donc dans votre enclave en attendant que la République y retrouve ses droits.
n,1005741602692911104,@MadjidFalastine @widadk @sandrafellous_ Mais comment c’est possible ?
n,1005741006086696960,"@MadjidFalastine @sandrafellous_ Caisse ""école, ÉTHIQUE et HUMANISME"" hahahahah! https://t.co/C1OwkyWz23"
n,1005733971169366016,"@MadjidFalastine @sandrafellous_ J'imagine que madame ne voit aucun pb aux voiles de celles qui viennent faire les ménages ou garder des enfants, mais que ces deux femmes discutent dans la rue, sans raser les murs et voilà qu'elle hurle."
n,1005726775106768896,"@MadjidFalastine @sandrafellous_ "" Éthique - Humanisme """
n,1005726364165697536,@MadjidFalastine @sandrafellous_ Le plus drôle c’est que le nom Fellous n’a absolument rien de 🇫🇷 🇪🇺 « une origine est toujours fille d’une origine plus ancienne »
n,1005736681562169345,@adesem3 @Kamel75 @MadjidFalastine @sandrafellous_ On peut même traduire ce nomen arabe dialectal DZ: Fellous =poussin en français  comme quoi
n,1005724218737217536,@MadjidFalastine @sandrafellous_ Le problème est que ces racistes ne sont jamais condamnés par les tribunaux.
n,1005720329736671232,@MadjidFalastine @sandrafellous_ Quand on regarde sa page on peut remarquer qu' elle est OBSEDEE par l' #islam . Va falloir qu'elle consulte parce que franchement elle se fait du mal pour rien. Elle finira par sombrer cette pauvre dame
n,1005718973672026112,@MadjidFalastine @sandrafellous_ Non mais c’est quoi ce delire ? On est ou la sous vichy ou quoi en mode denonce ton musulman ? C’est quoi l’etape 2 elle va voir les flics pour dénoncer en mode collabo ? 😳😳 non mais hallucinant ! Et elle est elue ?!
n,1005718213945188353,@MadjidFalastine @lgorithme__ @sandrafellous_ Je ne connaissais même pas son existence et grâce à toi je me rends compte qu’elle me bloque bizarre 🧐jamais eut aucun échange avec elle 🧐 https://t.co/hsM19cqQ0l
n,1005874426376843265,@nassimo94 @abenmagar @MadjidFalastine @lgorithme__ @sandrafellous_ Idem
n,1005747395370586112,@nassimo94 @MadjidFalastine @sandrafellous_ Pareil tu dois aussi  être sur la liste .....
h,1005717278376300544,@MadjidFalastine @OrfSee @sandrafellous_ C est une connasse au prochaines élections sa va dégager de telle propos  tenue par une pouf c est le langage de l extrême
n,1005712162252378112,"@MadjidFalastine @sandrafellous_ Elle ne les jette pas en pâture vu qu'elle masque les visages, bougre d'âne!"
n,1005705922432454656,@MadjidFalastine @RokhayaDiallo @sandrafellous_ Elle a raison
n,1005703071912087552,@MadjidFalastine @sandrafellous_ Police d'état proche de Petain ou d'Hitler en pleine chasse.... ces femmes ont plus de dignité et de legitimité d'être en France que vous.
n,1005698541153669122,@MadjidFalastine @sandrafellous_ Que les musulmans et les autres progressistes arrêtent de voter pour elle et pour son parti jusqu'à son exclusion.
n,1005696532191039488,@MadjidFalastine @RokhayaDiallo @sandrafellous_ C’est tout simplement factuel
n,1005660578944356352,@MadjidFalastine @widadk @sandrafellous_ Je vais mener ma petite enquête
n,1005650938336628741,@MadjidFalastine @sandrafellous_ De pire en pire !!!
n,1005646893358178305,@MadjidFalastine @AEPP111 @sandrafellous_ https://t.co/lJ4z6UpxCl
n,1005716306547609601,"@Lilaryta @MadjidFalastine @sandrafellous_ Pour info au cas où tu n’aurais pas percuté, le petit truc jaune c’est pas son vrai visage hein. #prixNobel"
n,1005727320710279168,@CosmoPolype @Lilaryta @MadjidFalastine @sandrafellous_ Était-il présent sur le tweet d’origine ou est-ce un ajout de @RokhayaDiallo pour ne pas exposer encore plus la personne concernée ?
n,1005728829745360896,@marditrice @CosmoPolype @Lilaryta @sandrafellous_ @RokhayaDiallo Elle avait masqué à l'origine mais sur le fond ça change rien
n,1005732640203460609,@MadjidFalastine @marditrice @Lilaryta @sandrafellous_ @RokhayaDiallo Ça change justement tout: il ne s’agit plus de mise en cause d’une personne en particulier; mais de la mise en évidence d’un phénomène.
n,1005641433842364416,@MadjidFalastine @sandrafellous_ on se croirait sous petain
n,1005755959380148224,@flower_134 @MadjidFalastine @sandrafellous_ on est sous Macron.
n,1005716455189606400,@flower_134 @MadjidFalastine @sandrafellous_ Négationnisme
n,1005629396571578368,"@MadjidFalastine @RokhayaDiallo @sandrafellous_ Elle se défini comme ""humaniste"" lol incroyable"
n,1005728931180437504,@SoOWhatElse @MadjidFalastine @RokhayaDiallo @sandrafellous_ Et elle l'est. L'humanisme c'est suivre sa logique en fonction de ses intérêts en servant des explications pourris pour faire accepter ses idées. C'est comme ça que l'humaniste est pro immigrati
n,1005618239630692352,@MadjidFalastine @sandrafellous_ Femmes voilées = des ET..
n,1005613910077132800,@MadjidFalastine @musulmanfrance @sandrafellous_ Je ne savais pas qu’il y avait des lieux interdits aux femmes voilées ben bravo avec votre ségrégation du XXI siècle
n,1005596243144466440,"@MadjidFalastine @sandrafellous_ @sandrafellous_ ne vous inquiétez pas mais il y en aura encore plus d'ici 1an ou 2, vous devriez en être heureuse avec votre nom à consonance arabe fellous:poussin....😉😉😉"
n,1005595091891904513,@MadjidFalastine @sandrafellous_ En tant qu élue elle va peut être demander à ce que les femmes voilées soit limitees dans leur déplacement sur Paris puisque ça la choque de les voir dans le marais.... #sombreidiote
n,1005588502065577985,@MadjidFalastine @sandrafellous_ Un parcours de ses tweets ca explique pourquoi Wauquiez ne veut pas d alliance avec LREM ils sont tellement plus proche du FN ou cette raclure raciste aurait grandement sa place.
n,1005572303470714880,@MadjidFalastine @sandrafellous_ C quoi son problème sérieux?? Elle est pour le communautarisme?
n,1005563054275342336,"@MadjidFalastine @sandrafellous_ Scandaleux cette betise infinie qui melange pauvreté hlm et islam, comment peut on etre aussi ignorant. Il y a des hlm dans le marais c est un faits, pourquoi seuls les occupants musulmans la derangent ??!!!"
n,1006568183132811265,@CollinFania @MadjidFalastine @sandrafellous_ ⚠️ Islamophobie ⚠️
n,1005561382257995776,@MadjidFalastine @sandrafellous_ À signaler cette raciste islamophobe !
n,1005559358317629440,@MadjidFalastine @sandrafellous_ Sa TL n'a vraiment rien à envier à celle des pires racistes de la fachosphère. Écœurant.
n,1005674135312392193,"@LeBoubou_ @MadjidFalastine @sandrafellous_ j'ai été voir son compte, j'ai lu 5 tweet... les 5 tweet sont sur l'islam."
n,1005559286544633856,@MadjidFalastine @sandrafellous_ C'est l'hôpital qui se fout de la charité #maparole #dictonfrançaisbienconnu #CceluiQuiDitQuiEst
n,1005559224317956098,"@MadjidFalastine @sandrafellous_ Dans le marais ou ailleurs, quelle est le problème ? Ces femmes sont beaucoup plus respectables et respectueuses que @sandrafellous_ . Elles font leurs vies et ne prennent pas des gens en photo à leur insu pour ensuite les"
n,1005556855416991744,@MadjidFalastine @sandrafellous_ Mais elle est sérieuse elle? Je signale.
n,1005689757937078272,"@JayVLTM @MadjidFalastine @sandrafellous_ Bravo bon état d'esprit en effet signaler ce qui ne vous plaît pas. Je dirai bien que ça s'apparente à du fascisme mais je ne joue pas a qui atteint le point godwin en premier et de plus je vous laisse cet ""argume"
n,1005552745749852161,"@MadjidFalastine @sandrafellous_ ""Centre droit humaniste"" ça veut dire islamophobe et raciste en fait, le sens des mots évolue restons attentifs."
n,1005723117023621121,@guillaum_meyer @MadjidFalastine @sandrafellous_ Fellous c est pas celle qui voulait renvoyer les migrants à la campagne pour éviter la gale sur Paris je me demande ce que pensent @AubergeMigrants @InfoMigrants_fr de cette élue fachiste de @UDI_off qui vo
n,1005787465741946880,@LabienusTitus @guillaum_meyer @MadjidFalastine @sandrafellous_ @AubergeMigrants @InfoMigrants_fr Elle n’est plus @UDI_off depuis longtemps. Et on en est ravis.
n,1005555017754075136,"@guillaum_meyer @MadjidFalastine @sandrafellous_ Meyer Habib aussi est de ""centre droit"". Ce ""centre droit"" choqué par un hijab dans le Marais mais pas par les kippas à l'Assemblée. https://t.co/b8HMPV32QS"
n,1005668753177219073,@Kaltes__Wasser @guillaum_meyer @MadjidFalastine @sandrafellous_ Les juifs du Marais ça l'a dérange pas mais les musulmanes si? https://t.co/TiVb4vkRjh
n,1005552509031780352,@MadjidFalastine @sandrafellous_ 👮🏻‍♂️👮🏻‍♂️🧕🏻👮🏻‍♂️👮🏻‍♂️
n,1006677204770619398,RT @intolulav: @Zaynattitudes @princess4nna @SIavicBitch c'est marrant pour toi parce que tu es raciste. si je mets quelque chose de racist…
h,1006677187360165890,@MeemoOzdmr @clafin67 @aliiicinaar @FKalabey @EkemenEnes @Beraatkmb @capar_atilla @otayberkan Mais pq raciste tous de suite les grands mots j'ai juste dis votre bouffe etait deg😭😭
n,1006677479111741440,@_mariiec_ les ketur tj dans l’abus 😭
n,1006677524678627337,@pak1ze Grave calme ta famille pak
n,1006677864517947392,@_mariiec_ biensure krkrkrkr
n,1006676372776013825,@_mariiec_ Cest meme pas le quart  la
n,1006676025500209152,@_mariiec_ C’est que une petite partie 😭
n,1006676219650244609,@clafin67 Ramene tous le monde sinon on rigole pas assez
n,1006676580104654849,@_mariiec_ Bon les amis @aliiicinaar @FKalabey  @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan
h,1006676957910708225,@clafin67 @_mariiec_ @aliiicinaar @FKalabey @EkemenEnes @Beraatkmb @capar_atilla @otayberkan bon marie nike bien ta mere et vas dormir wllh rend pas blanc rasciste de merde
n,1006677370542133248,@_mariiec_ @MeemoOzdmr @clafin67 @aliiicinaar @FKalabey @EkemenEnes @Beraatkmb @capar_atilla TG NOTRE BOUFFE EST + BONNE QUE TT TA CUISINE
n,1006677439148371969,@otayberkan @MeemoOzdmr @clafin67 @aliiicinaar @FKalabey @EkemenEnes @Beraatkmb @capar_atilla Chacun son point de vue
n,1006677603753889794,@_mariiec_ @otayberkan @MeemoOzdmr @clafin67 @aliiicinaar @EkemenEnes @Beraatkmb @capar_atilla Non puisque tu bigle j’ai entendu y’a deux point de vue AHAHAHA
n,1006677675963011080,@FKalabey @_mariiec_ @otayberkan @MeemoOzdmr @aliiicinaar @EkemenEnes @Beraatkmb @capar_atilla AHAHAHHAHA
n,1006723330236436486,@clafin67 @FKalabey @_mariiec_ @otayberkan @MeemoOzdmr @aliiicinaar @Beraatkmb @capar_atilla Marie va dm eren c’est le seul turc qui pourra te faire manger qq chose de bon :)
n,1006677553254404098,@_mariiec_ @otayberkan @clafin67 @aliiicinaar @FKalabey @EkemenEnes @Beraatkmb @capar_atilla ton point dvu jle bz moi
n,1006677615967703040,@MeemoOzdmr @otayberkan @clafin67 @aliiicinaar @FKalabey @EkemenEnes @Beraatkmb @capar_atilla Fais toi plaisir
n,1006676661713227777,@clafin67 @aliiicinaar @FKalabey @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan YEEES TOUJOURS PLUS DE TURC
h,1006676751899025408,@_mariiec_ @clafin67 @aliiicinaar @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan Votez le pen
n,1006676730692677638,@_mariiec_ @aliiicinaar @FKalabey @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan Ramène ta clik stp
n,1006676826742247424,@clafin67 @aliiicinaar @FKalabey @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan Jsuis bien solo moi mdr
n,1006676974968999936,@_mariiec_ @clafin67 @aliiicinaar @FKalabey @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla sans pote
n,1006676906681479168,@_mariiec_ @aliiicinaar @FKalabey @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan C ta vie ça
n,1006676997504987136,@clafin67 @aliiicinaar @FKalabey @MeemoOzdmr @EkemenEnes @Beraatkmb @capar_atilla @otayberkan Ui
n,1006676486919729153,@_mariiec_ @clafin67 on est pas là pour rigoler.
n,1006676595359338496,@otayberkan @clafin67 Moi ca me fais rire j'aime bien
n,1006669582671732741,"J'ai pleins de prénoms en tête pr mes enfants deja pr les garçons Gokhan, Furkan, emre, Yusuf et pour les filles Hesna, Aliye, Afra,Ecrin"
n,1006675836681052161,@Ne0138 Pourquoi tout les prénoms on une majuscule et pas Emre ?
n,1006676097679978497,@sosa74100 Mdrrrrr j'avais pas vu c'est claire que celui qui s'appellera Emre il sera moins aimé c'est pr ca 😭
n,1006676459572867072,@Ne0138 Raciste
n,1006676662489141250,@sosa74100 Peut être 😭
n,1006676944560250881,@Ne0138 C’est haram
n,1006677151045832705,@sosa74100 Mdrrrr je vais tous les aimer pareil 😭EMRE Ca te va ? Mdrrr
n,1006677783752388609,@Ne0138 Non juste la majuscule au début suffit. La quand j’ai lu le tweet dans ma tête j’ai crier Emre
n,1006678113642860544,@sosa74100 Emre ecrit comme ca c'est Bon ?
n,1006678270862151680,@Ne0138 Comme ça c’est nickel 👌
n,1006678434435694592,@sosa74100 Mdrrrr je ferais attention la prochaine fois 😭
n,1006555138595676161,@LGMusulman Tu aurais combattu pour la france pdt 14 18 ?
n,1006559685053419521,"@Jlesenpa2 Je vois ou tu veux en venir, tu parle de combattre pour la france moi je dirais plutôt défendre les miens"
n,1006561727876685826,@Jlesenpa2 Oui mes biens sont en France je suis en France et ma famille nombreuse sont français dont pas mal de muslim et non dans se cadre la tu aurais pas pu faire mon takfir. Srx quoi.
n,1006562621661810688,@LGMusulman Attends j'ai un cas concret de l'époque de nabi ahli salat wa salam je te réponds après
n,1006562859810205696,@Jlesenpa2 Ok
n,1006559382925119488,@Jlesenpa2 Si mon courage ne s'éffrite pas face à cette guerre atroce - on ne le sait que le moment venue - oui bien sûr.
n,1006676442351046656,雷撃処分 https://t.co/XqP1PsIp4X
n,1004308926274457600,"Les blancs quand vous allez en Afrique pour des raisons  humanitaires ou touristiques merci de cesser de faire des photos avec des groupes d’enfants/enfant seul, les poster sur les réseaux et écrire des long discours de White savior, ce ne sont pas des trophées paternalistes."
n,1006605631950868480,@NubianAngie Prendre de belles photos d’action humanitaire ça te dérange ? Mais c’est esthétisant ces pratiques humaines qu’on les feras rentrer dans la socialisation des gens et des plus jeunes qui prendront exemple...
n,1006564411828523009,@NubianAngie Ftg toi tu sers à rien
n,1006528111658356736,"@NubianAngie Si un jour ta besoin d'aide, par exemple tu es renversée par une voiture, une personne se propose de t'aider mais elle a un appareil photo ou telephone, tu vas refuser son aide?"
n,1006524996968222720,"@NubianAngie Ahah vous avez entendu les mecs ? Toutes vos actions humanitaires doivent être effectuées dans le silence maintenant, personne ne doit être au courant que vous venez en aide aux plus démunis, faut agir dans l'ombre. Elle s'est cru dans assass"
n,1006514980009775104,@NubianAngie Au pire ...que l’acte soit interessé ou non...c’est l’acte qui compte ...vaut mieux une action interessé que de l’inaction bien pensante ...après c’est mon avis
n,1006497459449802754,"@NubianAngie Vous avez bien raison, on ne devrait plus les aider. Le problème C'est que cela leur donnerait une raison supplémentaire de venir dans notre pays profiter des aides"
n,1006493541676343297,@NubianAngie @missb643 Ah oui ! Effectivement c'est anormal
n,1006486991620460544,"@NubianAngie Se cacher derrière un prétexte pour cracher sa haine raciale, et personne ne le relève. Ce qui la fait chier c'est que des blancs aident des africains, c'est tout"
n,1006480087406047232,"@NubianAngie Trop compliqué mnt sur Twitter de reconnaître les comptes trolls , là j’hésite"
n,1006477121869500416,@NubianAngie Votre injonction est valable quelle que soit notre couleur de peau ou bien seulement pour les blancs ?
n,1006474110388535296,"@NubianAngie ""Aider les gens qui sont dans la misère fionfion je prends des photos pour immortaliser"" je sors un peu du sujet mais c'est un peu de leur faute cette misère"
n,1006465627895271424,@NubianAngie T’as fais quoi pour ces pays toi en attendant à part tweeter et aller regarder black Panther ?
n,1006442544425775104,@NubianAngie Quand je vois des discours comme ça alors qu’à tout les coups a par écrire sur Twitter ça fout rien de sa vie pendant que d’autres font le bien et se font défoncés. vous êtes vraiment ravagés c’est hallucinant (vous c’est ceux qui pense comme
n,1006440972581031936,@NubianAngie  https://t.co/AATwdz5C5I
n,1006600132597551107,@DimeneLyne @gurdilculbriant @NubianAngie Non mais tu comprends comme tu es noire tu dois FORCÉMENT adhérer a tout ce que dise les autres noirs mdr
n,1006432188999589888,@NubianAngie « les blancs » ce qui démontre déjà qu’au fond de toi tu es raciste. Les personnes qui font de l’humanitaire et qui prennent des photos ne font pas pour eux mais bien pour les autres. Pour potentiellement motiver d’autres personnes a se lance
n,1006436788863463425,@aXerJoLegend @NubianAngie Mais quand tu donnes de l'argent à un sdf en France (ce qui est aussi une action humanitaire) est-ce qu'il te vient à l'esprit de le prendre en photo ? Répond honnêtement
n,1006523856759205890,"@Dulceasi @NubianAngie Non, mais il faut faire la part des choses entre donner 2euros à une personne croisé dans la rue en allant chercher ton pain. Et de partir en voyage dans un pays pour aider la population."
n,1006430401357901829,@NubianAngie Je comprend pas pourquoi vous prenez toujours tout mal quand ça vient des blancs. Dites vous qu’ils aident et les enfants n’ont pas l’air contre pour des photos. Un de mes rêves est d’aller en Afrique pour aider des enfants qui en ont besoin 
N,1006421375547035649,"@NubianAngie Putain, mais en vrai on ferait mieux de rester chacun chez soi en vrai. Tout contact entre êtres humains et décidément voué à l'échec. Chacun sa merde, finalement, c'est quand même plus simple."
